id,kategori,context,input_raw,output_formal
DSN0305,dosen_wali,dosen,pak boleh konsultasi pengambilan mata kuliah,"Pak, mohon izin, saya ingin berkonsultasi mengenai pengambilan mata kuliah, Pak. Terima kasih 🙏"
DSN0306,dosen_wali,dosen,bu saya perlu arahan untuk semester ini,"Bu, mohon izin, saya ingin meminta arahan Ibu untuk rencana akademik semester ini, Bu. Terima kasih 🙏"
DSN0307,jadwal_ketemu,dosen,pak apakah saya bisa menemui bapak siang ini,"Pak, mohon izin bertanya, apakah saya dapat menemui Bapak siang ini, Pak? Terima kasih 🙏"
DSN0308,jadwal_ketemu,dosen,bu apakah ibu ada di ruangan sekarang,"Bu, mohon izin bertanya, apakah Ibu berada di ruangan saat ini, Bu? Terima kasih 🙏"
DSN0309,klarifikasi,dosen,pak saya ingin memastikan instruksi tugas,"Pak, mohon izin, saya ingin memastikan kembali instruksi tugas yang Bapak berikan, Pak. Terima kasih 🙏"
DSN0310,klarifikasi,dosen,bu apakah yang dikumpulkan hanya file pdf,"Bu, mohon izin bertanya, apakah yang dikumpulkan hanya file PDF, Bu? Terima kasih 🙏"
DSN0311,jadwal_kelas,dosen,ass pak apakah perkuliahan besok tetap ada,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah perkuliahan besok tetap dilaksanakan, Pak? Terima kasih 🙏"
DSN0312,jadwal_kelas,dosen,ass bu apakah kelas hari ini ditiadakan,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah perkuliahan hari ini ditiadakan atau tetap berjalan, Bu? Terima kasih 🙏"
DSN0313,ruang_kelas,dosen,ass pak ruang kelas hari ini dimana,"Assalaamu'alaikum Pak, mohon izin bertanya, ruang kelas untuk perkuliahan hari ini di mana ya, Pak? Terima kasih 🙏"
DSN0314,ruang_kelas,dosen,ass ibu kelasnya di gedung apa,"Assalaamu'alaikum Bu, mohon izin bertanya, perkuliahan ini dilaksanakan di gedung apa ya, Bu? Terima kasih 🙏"
DSN0315,materi,dosen,ass pak boleh minta materi pertemuan kemarin,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah saya dapat memperoleh materi pertemuan kemarin, Pak? Terima kasih 🙏"
DSN0316,materi,dosen,ass bu materi di classroom belum muncul,"Assalaamu'alaikum Bu, mohon izin, materi di Google Classroom belum muncul di akun saya, Bu. Terima kasih 🙏"
DSN0317,tugas,dosen,ass pak tugasnya harus pakai cover ga,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah tugas perlu menggunakan cover, Pak? Terima kasih 🙏"
DSN0318,tugas,dosen,ass bu tugasnya minimal berapa halaman,"Assalaamu'alaikum Bu, mohon izin bertanya, tugas ini minimal berapa halaman ya, Bu? Terima kasih 🙏"
DSN0319,deadline,dosen,ass pak batas submit tugas jam berapa,"Assalaamu'alaikum Pak, mohon izin bertanya, batas submit tugas paling lambat pukul berapa ya, Pak? Terima kasih 🙏"
DSN0320,deadline,dosen,ass bu apakah deadline bisa diperpanjang,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah batas pengumpulan tugas dapat diperpanjang, Bu? Terima kasih 🙏"
DSN0321,izin_absen,dosen,ass pak saya izin tidak bisa ikut kelas karena ada acara keluarga,"Assalaamu'alaikum Pak, mohon izin, saya tidak dapat mengikuti perkuliahan karena ada acara keluarga, Pak. Terima kasih 🙏"
DSN0322,izin_absen,dosen,ass bu saya izin tidak hadir karena kurang sehat,"Assalaamu'alaikum Bu, mohon izin, saya tidak dapat hadir karena kondisi saya sedang kurang sehat, Bu. Terima kasih 🙏"
DSN0323,absensi,dosen,ass pak saya sudah isi absen tapi belum tercatat,"Assalaamu'alaikum Pak, mohon izin, saya sudah mengisi absensi tetapi tampaknya belum tercatat, Pak. Terima kasih 🙏"
DSN0324,absensi,dosen,ass bu absensi saya masih kosong,"Assalaamu'alaikum Bu, mohon izin, saya ingin mengonfirmasi karena absensi saya masih kosong, Bu. Terima kasih 🙏"
DSN0325,link_online,dosen,ass pak boleh kirim ulang link zoom,"Assalaamu'alaikum Pak, mohon izin, apakah Bapak berkenan mengirim ulang tautan Zoom, Pak? Terima kasih 🙏"
DSN0326,link_online,dosen,ass bu link google meet nya bisa dikirim lagi,"Assalaamu'alaikum Bu, mohon izin, apakah Ibu berkenan mengirim kembali tautan Google Meet, Bu? Terima kasih 🙏"
DSN0327,nilai,dosen,ass pak apakah nilai sudah final,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah nilai yang tercantum sudah final, Pak? Terima kasih 🙏"
DSN0328,nilai,dosen,ass bu saya ingin menanyakan nilai akhir,"Assalaamu'alaikum Bu, mohon izin, saya ingin menanyakan nilai akhir mata kuliah ini, Bu. Terima kasih 🙏"
DSN0329,revisi,dosen,ass pak saya sudah perbaiki sesuai arahan,"Assalaamu'alaikum Pak, mohon izin, saya sudah memperbaiki tugas sesuai arahan Bapak. Terima kasih 🙏"
DSN0330,revisi,dosen,ass bu apakah revisi dikirim ke email,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah revisi dikirimkan melalui email, Bu? Terima kasih 🙏"
DSN0331,konsultasi,dosen,ass pak apakah bisa konsultasi setelah kelas,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah saya dapat berkonsultasi setelah kelas, Pak? Terima kasih 🙏"
DSN0332,konsultasi,dosen,ass bu saya ingin meminta waktu konsultasi,"Assalaamu'alaikum Bu, mohon izin, saya ingin meminta waktu untuk konsultasi dengan Ibu, Bu. Terima kasih 🙏"
DSN0333,presentasi,dosen,ass pak kelompok saya bisa presentasi minggu depan,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah kelompok saya dapat melakukan presentasi minggu depan, Pak? Terima kasih 🙏"
DSN0334,presentasi,dosen,ass bu apakah presentasi harus semua anggota hadir,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah semua anggota kelompok wajib hadir saat presentasi, Bu? Terima kasih 🙏"
DSN0335,ujian,dosen,ass pak apakah ujian menggunakan google form,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah ujian menggunakan Google Form, Pak? Terima kasih 🙏"
DSN0336,ujian,dosen,ass bu apakah ada ujian susulan,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah tersedia ujian susulan, Bu? Terima kasih 🙏"
DSN0337,pengumpulan,dosen,ass pak saya ingin memastikan tugas saya sudah terkirim,"Assalaamu'alaikum Pak, mohon izin, saya ingin memastikan apakah tugas saya sudah terkirim dengan baik, Pak. Terima kasih 🙏"
DSN0338,pengumpulan,dosen,ass bu saya sudah mengirim tugas lewat email,"Assalaamu'alaikum Bu, mohon izin, saya sudah mengirimkan tugas melalui email, Bu. Terima kasih 🙏"
DSN0339,izin_terlambat,dosen,ass pak mohon maaf saya terlambat karena kendala transportasi,"Assalaamu'alaikum Pak, mohon maaf, saya terlambat mengikuti kelas karena kendala transportasi, Pak. Terima kasih 🙏"
DSN0340,izin_terlambat,dosen,ass bu saya terlambat karena jaringan internet bermasalah,"Assalaamu'alaikum Bu, mohon maaf, saya terlambat bergabung karena jaringan internet bermasalah, Bu. Terima kasih 🙏"
DSN0341,data_mahasiswa,dosen,ass pak nama saya belum ada di kelompok,"Assalaamu'alaikum Pak, mohon izin, nama saya belum tercantum dalam daftar kelompok, Pak. Terima kasih 🙏"
DSN0342,data_mahasiswa,dosen,ass bu data saya belum sesuai,"Assalaamu'alaikum Bu, mohon izin, saya ingin mengonfirmasi karena data saya belum sesuai, Bu. Terima kasih 🙏"
DSN0343,project,dosen,ass pak apakah project saya boleh memakai dataset sendiri,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah project saya diperbolehkan menggunakan dataset sendiri, Pak? Terima kasih 🙏"
DSN0344,project,dosen,ass bu apakah hasil project perlu dibuat artikel,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah hasil project perlu dibuat dalam bentuk artikel, Bu? Terima kasih 🙏"
DSN0345,bimbingan,dosen,ass pak apakah saya boleh mengirim revisi malam ini,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah saya boleh mengirimkan revisi malam ini, Pak? Terima kasih 🙏"
DSN0346,bimbingan,dosen,ass bu saya ingin meminta arahan untuk bab 2,"Assalaamu'alaikum Bu, mohon izin, saya ingin meminta arahan Ibu terkait Bab 2, Bu. Terima kasih 🙏"
DSN0347,etika_umum,dosen,ass pak mohon maaf sebelumnya saya ingin bertanya,"Assalaamu'alaikum Pak, mohon maaf sebelumnya, saya ingin bertanya kepada Bapak, Pak. Terima kasih 🙏"
DSN0348,etika_umum,dosen,ass bu terima kasih atas informasinya,"Assalaamu'alaikum Bu, terima kasih banyak atas informasi yang Ibu berikan, Bu. Terima kasih 🙏"
DSN0349,surat,dosen,ass pak apakah bisa meminta tanda tangan besok,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah saya dapat meminta tanda tangan Bapak besok, Pak? Terima kasih 🙏"
DSN0350,surat,dosen,ass bu dokumen saya sudah saya siapkan,"Assalaamu'alaikum Bu, mohon izin, dokumen yang diperlukan sudah saya siapkan, Bu. Terima kasih 🙏"
DSN0351,magang,dosen,ass pak apakah topik magang saya sudah sesuai,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah topik magang saya sudah sesuai, Pak? Terima kasih 🙏"
DSN0352,magang,dosen,ass bu boleh minta arahan laporan magang,"Assalaamu'alaikum Bu, mohon izin, saya ingin meminta arahan Ibu terkait laporan magang, Bu. Terima kasih 🙏"
DSN0353,kelas_pengganti,dosen,ass pak apakah kelas pengganti wajib hadir,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah kelas pengganti wajib dihadiri, Pak? Terima kasih 🙏"
DSN0354,kelas_pengganti,dosen,ass bu kelas pengganti apakah direkam,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah kelas pengganti akan direkam, Bu? Terima kasih 🙏"
DSN0355,dosen_wali,dosen,ass pak boleh konsultasi pengambilan mata kuliah,"Assalaamu'alaikum Pak, mohon izin, saya ingin berkonsultasi mengenai pengambilan mata kuliah, Pak. Terima kasih 🙏"
DSN0356,dosen_wali,dosen,ass bu saya perlu arahan untuk semester ini,"Assalaamu'alaikum Bu, mohon izin, saya ingin meminta arahan Ibu untuk rencana akademik semester ini, Bu. Terima kasih 🙏"
DSN0357,jadwal_ketemu,dosen,ass pak apakah saya bisa menemui bapak siang ini,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah saya dapat menemui Bapak siang ini, Pak? Terima kasih 🙏"
DSN0358,jadwal_ketemu,dosen,ass bu apakah ibu ada di ruangan sekarang,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah Ibu berada di ruangan saat ini, Bu? Terima kasih 🙏"
DSN0359,klarifikasi,dosen,ass pak saya ingin memastikan instruksi tugas,"Assalaamu'alaikum Pak, mohon izin, saya ingin memastikan kembali instruksi tugas yang Bapak berikan, Pak. Terima kasih 🙏"
DSN0360,klarifikasi,dosen,ass bu apakah yang dikumpulkan hanya file pdf,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah yang dikumpulkan hanya file PDF, Bu? Terima kasih 🙏"
DSN0361,izin_absen,dosen,aslm pak saya izin tidak bisa ikut kelas karena ada acara keluarga,"Assalaamu'alaikum Pak, mohon izin, saya tidak dapat mengikuti perkuliahan karena ada acara keluarga, Pak. Terima kasih 🙏"
DSN0362,izin_absen,dosen,aslm bu saya izin tidak hadir karena kurang sehat,"Assalaamu'alaikum Bu, mohon izin, saya tidak dapat hadir karena kondisi saya sedang kurang sehat, Bu. Terima kasih 🙏"
DSN0363,absensi,dosen,aslm pak saya sudah isi absen tapi belum tercatat,"Assalaamu'alaikum Pak, mohon izin, saya sudah mengisi absensi tetapi tampaknya belum tercatat, Pak. Terima kasih 🙏"
DSN0364,absensi,dosen,aslm bu absensi saya masih kosong,"Assalaamu'alaikum Bu, mohon izin, saya ingin mengonfirmasi karena absensi saya masih kosong, Bu. Terima kasih 🙏"
DSN0365,link_online,dosen,aslm pak boleh kirim ulang link zoom,"Assalaamu'alaikum Pak, mohon izin, apakah Bapak berkenan mengirim ulang tautan Zoom, Pak? Terima kasih 🙏"
DSN0366,link_online,dosen,aslm bu link google meet nya bisa dikirim lagi,"Assalaamu'alaikum Bu, mohon izin, apakah Ibu berkenan mengirim kembali tautan Google Meet, Bu? Terima kasih 🙏"
DSN0367,nilai,dosen,aslm pak apakah nilai sudah final,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah nilai yang tercantum sudah final, Pak? Terima kasih 🙏"
DSN0368,nilai,dosen,aslm bu saya ingin menanyakan nilai akhir,"Assalaamu'alaikum Bu, mohon izin, saya ingin menanyakan nilai akhir mata kuliah ini, Bu. Terima kasih 🙏"
DSN0369,revisi,dosen,aslm pak saya sudah perbaiki sesuai arahan,"Assalaamu'alaikum Pak, mohon izin, saya sudah memperbaiki tugas sesuai arahan Bapak. Terima kasih 🙏"
DSN0370,revisi,dosen,aslm bu apakah revisi dikirim ke email,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah revisi dikirimkan melalui email, Bu? Terima kasih 🙏"
DSN0371,konsultasi,dosen,aslm pak apakah bisa konsultasi setelah kelas,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah saya dapat berkonsultasi setelah kelas, Pak? Terima kasih 🙏"
DSN0372,konsultasi,dosen,aslm bu saya ingin meminta waktu konsultasi,"Assalaamu'alaikum Bu, mohon izin, saya ingin meminta waktu untuk konsultasi dengan Ibu, Bu. Terima kasih 🙏"
DSN0373,presentasi,dosen,aslm pak kelompok saya bisa presentasi minggu depan,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah kelompok saya dapat melakukan presentasi minggu depan, Pak? Terima kasih 🙏"
DSN0374,presentasi,dosen,aslm bu apakah presentasi harus semua anggota hadir,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah semua anggota kelompok wajib hadir saat presentasi, Bu? Terima kasih 🙏"
DSN0375,ujian,dosen,aslm pak apakah ujian menggunakan google form,"Assalaamu'alaikum Pak, mohon izin bertanya, apakah ujian menggunakan Google Form, Pak? Terima kasih 🙏"
DSN0376,ujian,dosen,aslm bu apakah ada ujian susulan,"Assalaamu'alaikum Bu, mohon izin bertanya, apakah tersedia ujian susulan, Bu? Terima kasih 🙏"
DSN0377,pengumpulan,dosen,aslm pak saya ingin memastikan tugas saya sudah terkirim,"Assalaamu'alaikum Pak, mohon izin, saya ingin memastikan apakah tugas saya sudah terkirim dengan baik, Pak. Terima kasih 🙏"
DSN0378,pengumpulan,dosen,aslm bu saya sudah mengirim tugas lewat email,"Assalaamu'alaikum Bu, mohon izin, saya sudah mengirimkan tugas melalui email, Bu. Terima kasih 🙏"
DSN0379,izin_terlambat,dosen,aslm pak mohon maaf saya terlambat karena kendala transportasi,"Assalaamu'alaikum Pak, mohon maaf, saya terlambat mengikuti kelas karena kendala transportasi, Pak. Terima kasih 🙏"
DSN0380,izin_terlambat,dosen,aslm bu saya terlambat karena jaringan internet bermasalah,"Assalaamu'alaikum Bu, mohon maaf, saya terlambat bergabung karena jaringan internet bermasalah, Bu. Terima kasih 🙏"
DSN0381,perubahan_jadwal,dosen,assalamualaikum selamat pagi pak punten izin bertanya pak untuk reguler b kelas hari ini apa tetap masuk seperti biasa atau ada perubahan jadwal ya pak,"Assalaamu'alaikum Pak, selamat pagi. Mohon izin bertanya, untuk kelas Reguler B hari ini apakah tetap masuk seperti biasa atau ada perubahan jadwal ya, Pak? Terima kasih 🙏"
DSN0382,paper_introduction_sitasi,dosen,pak untuk hari rabu setiap kelompok harus sudah ada judul dan introduction lengkap sitasi ya,"Pak, mohon izin mengonfirmasi, untuk hari Rabu setiap kelompok sudah harus memiliki judul dan bagian introduction yang dilengkapi sitasi dari artikel penelitian lain, apakah benar begitu, Pak? Terima kasih 🙏"
DSN0383,paper_introduction_sitasi,dosen,bu introduction paper harus lengkap sama sitasi dari artikel penelitian juga ya,"Bu, mohon izin bertanya, apakah bagian introduction pada paper harus dilengkapi dengan sitasi dari artikel penelitian juga ya, Bu? Terima kasih 🙏"
DSN0384,jadwal_kelas,dosen,pa kelas hari ini jadi masuk ga,"Pak, mohon izin bertanya, apakah kelas hari ini tetap dilaksanakan, Pak? Terima kasih 🙏"
DSN0385,jadwal_kelas,dosen,pa reguler a hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Reguler A hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0386,perubahan_jadwal,dosen,pa reguler a hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Reguler A hari ini, Pak? Terima kasih 🙏"
DSN0387,perubahan_jadwal,dosen,pa kuliah hari ini tetap sesuai jadwal atau pindah ya,"Pak, mohon izin bertanya, apakah perkuliahan hari ini tetap sesuai jadwal atau ada perubahan, Pak? Terima kasih 🙏"
DSN0388,ruang_kelas,dosen,pa kelasnya ruang berapa ya,"Pak, mohon izin bertanya, perkuliahan ini dilaksanakan di ruang berapa ya, Pak? Terima kasih 🙏"
DSN0389,ruang_kelas,dosen,pa reguler a masuknya di ruangan mana,"Pak, mohon izin bertanya, Reguler A dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0390,link_online,dosen,pa link zoomnya mana ya,"Pak, mohon izin bertanya, apakah Pak berkenan membagikan tautan Zoom untuk perkuliahan hari ini? Terima kasih 🙏"
DSN0391,link_online,dosen,pa gmeet kelas hari ini belum ada,"Pak, mohon izin bertanya, apakah tautan Google Meet untuk kelas hari ini sudah tersedia, Pak? Terima kasih 🙏"
DSN0392,materi,dosen,pa materinya bisa diakses dimana,"Pak, mohon izin bertanya, materi perkuliahan ini dapat saya akses di mana ya, Pak? Terima kasih 🙏"
DSN0393,materi,dosen,pa file ppt pertemuan kemarin ada ga,"Pak, mohon izin bertanya, apakah file PPT pertemuan kemarin dapat dibagikan, Pak? Terima kasih 🙏"
DSN0394,tugas,dosen,pa tugasnya dikumpul dimana ya,"Pak, mohon izin bertanya, tugas tersebut dikumpulkan melalui media apa ya, Pak? Terima kasih 🙏"
DSN0395,deadline,dosen,pa deadline tugasnya kapan ya,"Pak, mohon izin bertanya, batas pengumpulan tugas tersebut sampai kapan ya, Pak? Terima kasih 🙏"
DSN0396,tugas_kelompok,dosen,pa kelompok saya mau nanya soal pembagian tugas,"Pak, mohon izin, kelompok saya ingin bertanya terkait pembagian tugas pada project ini, Pak. Terima kasih 🙏"
DSN0397,paper_introduction_sitasi,dosen,pa judul sama introduction paper dikumpul rabu ya,"Pak, mohon izin mengonfirmasi, apakah judul dan introduction paper dikumpulkan pada hari Rabu, Pak? Terima kasih 🙏"
DSN0398,paper_introduction_sitasi,dosen,pa sitasi di introduction minimal berapa artikel,"Pak, mohon izin bertanya, untuk bagian introduction, minimal menggunakan berapa artikel sebagai sitasi ya, Pak? Terima kasih 🙏"
DSN0399,judul_paper,dosen,pa judul paper kelompok boleh diganti ga,"Pak, mohon izin bertanya, apakah judul paper kelompok kami masih boleh diganti, Pak? Terima kasih 🙏"
DSN0400,izin_absen,dosen,pa saya izin ga masuk karena sakit,"Pak, mohon izin, saya tidak dapat mengikuti perkuliahan hari ini karena sedang sakit. Terima kasih 🙏"
DSN0401,izin_absen,dosen,pa saya izin telat masuk kelas,"Pak, mohon izin, kemungkinan saya terlambat mengikuti kelas hari ini. Terima kasih 🙏"
DSN0402,nilai,dosen,pa nilai tugas saya belum muncul,"Pak, mohon izin bertanya, nilai tugas saya belum muncul. Apakah saya boleh mengonfirmasi hal tersebut, Pak? Terima kasih 🙏"
DSN0403,revisi,dosen,pa revisi tugas saya sudah benar belum,"Pak, mohon izin bertanya, apakah revisi tugas saya sudah sesuai dengan arahan, Pak? Terima kasih 🙏"
DSN0404,konsultasi,dosen,pa saya mau konsultasi kapan bisa,"Pak, mohon izin, apakah saya dapat melakukan konsultasi pada waktu yang Pak tentukan? Terima kasih 🙏"
DSN0405,bimbingan,dosen,pa boleh bimbingan minggu ini ga,"Pak, mohon izin bertanya, apakah saya dapat melakukan bimbingan pada minggu ini, Pak? Terima kasih 🙏"
DSN0406,presentasi,dosen,pa presentasi kelompok urutannya gimana,"Pak, mohon izin bertanya, bagaimana urutan presentasi kelompok untuk pertemuan berikutnya, Pak? Terima kasih 🙏"
DSN0407,ujian,dosen,pa uts materinya dari pertemuan berapa sampai berapa,"Pak, mohon izin bertanya, materi UTS mencakup pertemuan berapa sampai pertemuan berapa ya, Pak? Terima kasih 🙏"
DSN0408,kelas_pengganti,dosen,pa kelas pengganti jadi hari apa,"Pak, mohon izin bertanya, kelas pengganti akan dilaksanakan pada hari apa ya, Pak? Terima kasih 🙏"
DSN0409,konfirmasi_instruksi,dosen,pa apakah instruksi tugasnya seperti yang di grup ya,"Pak, mohon izin mengonfirmasi, apakah instruksi tugasnya sesuai dengan informasi yang dibagikan di grup, Pak? Terima kasih 🙏"
DSN0410,jadwal_kelas,dosen,pa reguler b hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Reguler B hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0411,perubahan_jadwal,dosen,pa reguler b hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Reguler B hari ini, Pak? Terima kasih 🙏"
DSN0412,ruang_kelas,dosen,pa reguler b masuknya di ruangan mana,"Pak, mohon izin bertanya, Reguler B dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0413,jadwal_kelas,dosen,pa kelas pagi hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Kelas Pagi hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0414,perubahan_jadwal,dosen,pa kelas pagi hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Pagi hari ini, Pak? Terima kasih 🙏"
DSN0415,ruang_kelas,dosen,pa kelas pagi masuknya di ruangan mana,"Pak, mohon izin bertanya, Kelas Pagi dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0416,jadwal_kelas,dosen,pa kelas sore hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Kelas Sore hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0417,perubahan_jadwal,dosen,pa kelas sore hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Sore hari ini, Pak? Terima kasih 🙏"
DSN0418,ruang_kelas,dosen,pa kelas sore masuknya di ruangan mana,"Pak, mohon izin bertanya, Kelas Sore dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0419,jadwal_kelas,dosen,pa kelas bisnis digital hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Kelas Bisnis Digital hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0420,perubahan_jadwal,dosen,pa kelas bisnis digital hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Bisnis Digital hari ini, Pak? Terima kasih 🙏"
DSN0421,ruang_kelas,dosen,pa kelas bisnis digital masuknya di ruangan mana,"Pak, mohon izin bertanya, Kelas Bisnis Digital dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0422,jadwal_kelas,dosen,pa kelas ai hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Kelas Ai hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0423,perubahan_jadwal,dosen,pa kelas ai hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Ai hari ini, Pak? Terima kasih 🙏"
DSN0424,ruang_kelas,dosen,pa kelas ai masuknya di ruangan mana,"Pak, mohon izin bertanya, Kelas Ai dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0425,jadwal_kelas,dosen,pa kelas hari ini hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Kelas Hari Ini hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0426,perubahan_jadwal,dosen,pa kelas hari ini hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Hari Ini hari ini, Pak? Terima kasih 🙏"
DSN0427,ruang_kelas,dosen,pa kelas hari ini masuknya di ruangan mana,"Pak, mohon izin bertanya, Kelas Hari Ini dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0428,jadwal_kelas,dosen,pak besok ada kelas ga,"Pak, mohon izin bertanya, apakah besok ada perkuliahan, Pak? Terima kasih 🙏"
DSN0429,jadwal_kelas,dosen,pak kelas hari ini jadi masuk ga,"Pak, mohon izin bertanya, apakah kelas hari ini tetap dilaksanakan, Pak? Terima kasih 🙏"
DSN0430,jadwal_kelas,dosen,pak reguler a hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Reguler A hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0431,perubahan_jadwal,dosen,pak reguler a hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Reguler A hari ini, Pak? Terima kasih 🙏"
DSN0432,perubahan_jadwal,dosen,pak kuliah hari ini tetap sesuai jadwal atau pindah ya,"Pak, mohon izin bertanya, apakah perkuliahan hari ini tetap sesuai jadwal atau ada perubahan, Pak? Terima kasih 🙏"
DSN0433,ruang_kelas,dosen,pak kelasnya ruang berapa ya,"Pak, mohon izin bertanya, perkuliahan ini dilaksanakan di ruang berapa ya, Pak? Terima kasih 🙏"
DSN0434,ruang_kelas,dosen,pak reguler a masuknya di ruangan mana,"Pak, mohon izin bertanya, Reguler A dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0435,link_online,dosen,pak link zoomnya mana ya,"Pak, mohon izin bertanya, apakah Pak berkenan membagikan tautan Zoom untuk perkuliahan hari ini? Terima kasih 🙏"
DSN0436,link_online,dosen,pak gmeet kelas hari ini belum ada,"Pak, mohon izin bertanya, apakah tautan Google Meet untuk kelas hari ini sudah tersedia, Pak? Terima kasih 🙏"
DSN0437,materi,dosen,pak materinya bisa diakses dimana,"Pak, mohon izin bertanya, materi perkuliahan ini dapat saya akses di mana ya, Pak? Terima kasih 🙏"
DSN0438,materi,dosen,pak file ppt pertemuan kemarin ada ga,"Pak, mohon izin bertanya, apakah file PPT pertemuan kemarin dapat dibagikan, Pak? Terima kasih 🙏"
DSN0439,tugas,dosen,pak tugasnya dikumpul dimana ya,"Pak, mohon izin bertanya, tugas tersebut dikumpulkan melalui media apa ya, Pak? Terima kasih 🙏"
DSN0440,deadline,dosen,pak deadline tugasnya kapan ya,"Pak, mohon izin bertanya, batas pengumpulan tugas tersebut sampai kapan ya, Pak? Terima kasih 🙏"
DSN0441,tugas_kelompok,dosen,pak kelompok saya mau nanya soal pembagian tugas,"Pak, mohon izin, kelompok saya ingin bertanya terkait pembagian tugas pada project ini, Pak. Terima kasih 🙏"
DSN0442,paper_introduction_sitasi,dosen,pak judul sama introduction paper dikumpul rabu ya,"Pak, mohon izin mengonfirmasi, apakah judul dan introduction paper dikumpulkan pada hari Rabu, Pak? Terima kasih 🙏"
DSN0443,paper_introduction_sitasi,dosen,pak sitasi di introduction minimal berapa artikel,"Pak, mohon izin bertanya, untuk bagian introduction, minimal menggunakan berapa artikel sebagai sitasi ya, Pak? Terima kasih 🙏"
DSN0444,judul_paper,dosen,pak judul paper kelompok boleh diganti ga,"Pak, mohon izin bertanya, apakah judul paper kelompok kami masih boleh diganti, Pak? Terima kasih 🙏"
DSN0445,izin_absen,dosen,pak saya izin ga masuk karena sakit,"Pak, mohon izin, saya tidak dapat mengikuti perkuliahan hari ini karena sedang sakit. Terima kasih 🙏"
DSN0446,izin_absen,dosen,pak saya izin telat masuk kelas,"Pak, mohon izin, kemungkinan saya terlambat mengikuti kelas hari ini. Terima kasih 🙏"
